Ticker,Date,Open,High,Low,Close,Volume 
BIL,1997/07/28,1720.00,1740.00,1650.00,1720.00,2102542
BIL,1997/07/29,1640.00,1660.00,1640.00,1640.00,1859067
BIL,1997/07/30,1630.00,1650.00,1630.00,1630.00,1089185
BIL,1997/07/31,1680.00,1700.00,1680.00,1680.00,895475
BIL,1997/08/01,1670.00,1680.00,1670.00,1670.00,1536335
BIL,1997/08/04,1680.00,1690.00,1680.00,1680.00,140478
BIL,1997/08/05,1680.00,1690.00,1680.00,1680.00,454425
BIL,1997/08/06,1680.00,1690.00,1670.00,1680.00,712676
BIL,1997/08/07,1690.00,1700.00,1680.00,1690.00,1913754
BIL,1997/08/08,1720.00,1740.00,1690.00,1720.00,1684441
BIL,1997/08/11,1760.00,1760.00,1720.00,1760.00,345444
BIL,1997/08/12,1750.00,1760.00,1730.00,1750.00,810959
BIL,1997/08/13,1740.00,1760.00,1730.00,1740.00,229286
BIL,1997/08/14,1730.00,1740.00,1730.00,1730.00,244462
BIL,1997/08/15,1730.00,1750.00,1730.00,1730.00,676275
BIL,1997/08/18,1730.00,1730.00,1700.00,1730.00,373461
BIL,1997/08/19,1790.00,1800.00,1750.00,1790.00,1995741
BIL,1997/08/20,1840.00,1860.00,1830.00,1840.00,1172546
BIL,1997/08/21,1840.00,1870.00,1840.00,1840.00,1127327
BIL,1997/08/22,1840.00,1860.00,1830.00,1840.00,4672586
BIL,1997/08/25,1840.00,1850.00,1830.00,1840.00,2505104
BIL,1997/08/26,1820.00,1850.00,1810.00,1820.00,701068
BIL,1997/08/27,1860.00,1860.00,1820.00,1860.00,876649
BIL,1997/08/28,1890.00,1920.00,1870.00,1890.00,1879959
BIL,1997/08/29,1810.00,1860.00,1810.00,1810.00,1400970
BIL,1997/09/01,1810.00,1830.00,1810.00,1810.00,957459
BIL,1997/09/02,1790.00,1820.00,1790.00,1790.00,2915410
BIL,1997/09/03,1810.00,1830.00,1800.00,1810.00,1636471
BIL,1997/09/04,1770.00,1810.00,1770.00,1770.00,3475982
BIL,1997/09/05,1780.00,1790.00,1770.00,1780.00,873752
BIL,1997/09/08,1780.00,1790.00,1770.00,1780.00,867439
BIL,1997/09/09,1810.00,1810.00,1760.00,1810.00,4274331
BIL,1997/09/10,1830.00,1860.00,1830.00,1830.00,1148510
BIL,1997/09/11,1810.00,1820.00,1780.00,1810.00,1340777
BIL,1997/09/12,1800.00,1820.00,1790.00,1800.00,1511210
BIL,1997/09/15,1810.00,1820.00,1800.00,1810.00,1872044
BIL,1997/09/16,1820.00,1820.00,1810.00,1820.00,1374087
BIL,1997/09/17,1840.00,1850.00,1830.00,1840.00,3541601
BIL,1997/09/18,1840.00,1855.00,1840.00,1840.00,4319017
BIL,1997/09/19,1870.00,1880.00,1835.00,1870.00,2708647
BIL,1997/09/22,1855.00,1870.00,1855.00,1855.00,1796560
BIL,1997/09/23,1780.00,1845.00,1775.00,1780.00,2914278
BIL,1997/09/25,1780.00,1790.00,1740.00,1780.00,2177159
BIL,1997/09/26,1780.00,1800.00,1765.00,1780.00,420304
BIL,1997/09/29,1800.00,1810.00,1785.00,1800.00,341127
BIL,1997/09/30,1795.00,1800.00,1780.00,1795.00,653032
BIL,1997/10/01,1780.00,1795.00,1780.00,1780.00,1280803
BIL,1997/10/02,1785.00,1795.00,1775.00,1785.00,206242
BIL,1997/10/03,1785.00,1785.00,1775.00,1785.00,1145587
BIL,1997/10/06,1775.00,1785.00,1775.00,1775.00,475061
BIL,1997/10/07,1770.00,1785.00,1765.00,1770.00,1070744
BIL,1997/10/08,1755.00,1775.00,1755.00,1755.00,968155
BIL,1997/10/09,1690.00,1740.00,1690.00,1690.00,667307
BIL,1997/10/10,1640.00,1690.00,1625.00,1640.00,848126
BIL,1997/10/13,1655.00,1655.00,1640.00,1655.00,340707
BIL,1997/10/14,1645.00,1660.00,1640.00,1645.00,1029087
BIL,1997/10/15,1650.00,1660.00,1645.00,1650.00,361950
BIL,1997/10/16,1665.00,1670.00,1655.00,1665.00,164644
BIL,1997/10/17,1665.00,1675.00,1650.00,1665.00,262865
BIL,1997/10/20,1660.00,1680.00,1660.00,1660.00,259082
BIL,1997/10/21,1685.00,1695.00,1660.00,1685.00,277860
BIL,1997/10/22,1620.00,1700.00,1620.00,1620.00,379753
